commit	timestamp_utc	idea_id	title	evidence_type	mechanism	expected_assets	feature_inputs	oos_hypothesis	falsification	references	human_notes	train_cagr	validation_cagr	oos_cagr	benchmark_oos_cagr	excess_oos_cagr_vs_dbmf	ruined	status	description
0b77142	2026-05-29T11:01:05Z	050_sector_style_top_two_one_month_score_weighted_mo	Sector/style top-two one-month score-weighted momentum with 1% threshold	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;score_weighted_top2;minimum_positive_momentum_1pct	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day sector/style momentum when best score exceeds one percent, otherwise SGOV.	0.096288	0.280710	0.635711	0.176411	0.459300	false	discard	Top-two 21-day sector/style momentum when best score exceeds one percent, otherwise SGOV.
0b77142	2026-05-29T11:01:35Z	051_sector_style_top_two_one_month_score_weighted_mo	Sector/style top-two one-month score-weighted momentum with 1.5% threshold	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;score_weighted_top2;minimum_positive_momentum_1_5pct	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day sector/style momentum when best score exceeds 1.5 percent, otherwise SGOV.	0.090867	0.280710	0.635711	0.176411	0.459300	false	discard	Top-two 21-day sector/style momentum when best score exceeds 1.5 percent, otherwise SGOV.
0b77142	2026-05-29T11:02:32Z	052_sector_style_top_two_one_month_score_weighted_mo	Sector/style top-two one-month score-weighted momentum with 0.5% threshold	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;score_weighted_top2;minimum_positive_momentum_0_5pct	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day sector/style momentum when best score exceeds 0.5 percent, otherwise SGOV.	0.096289	0.333551	0.635711	0.176411	0.459300	false	discard	Top-two 21-day sector/style momentum when best score exceeds 0.5 percent, otherwise SGOV.
0b77142	2026-05-29T11:03:09Z	053_sector_style_top_two_one_month_score_weighted_mo	Sector/style top-two one-month score-weighted momentum without bond ETFs	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;GLD;DBC;SGOV	price_momentum_21d;score_weighted_top2;no_duration_credit_universe	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day sector/style momentum excluding duration and investment-grade credit ETFs.	0.085391	0.333551	0.685209	0.176411	0.508798	false	discard	Top-two 21-day sector/style momentum excluding duration and investment-grade credit ETFs.
0b77142	2026-05-29T11:03:30Z	054_equity_sector_top_two_one_month_score_weighted_m	Equity-sector top-two one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top2;equity_sector_universe	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day equity sector/style momentum weighted by positive momentum score.	0.085048	0.353174	0.470357	0.176411	0.293946	false	keep	Top-two 21-day equity sector/style momentum weighted by positive momentum score.
0b77142	2026-05-29T11:03:49Z	055_cyclical_macro_top_two_one_month_score_weighted_	Cyclical macro top-two one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;IWM;XLY;XLI;XLF;XLE;SMH;SOXX;XBI;HYG;DBC;GLD;SGOV	price_momentum_21d;score_weighted_top2;cyclical_macro_universe	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day cyclical equity, credit, commodity, gold, and cash momentum weighted by positive score.	0.141000	0.245142	0.668689	0.176411	0.492278	false	discard	Top-two 21-day cyclical equity, credit, commodity, gold, and cash momentum weighted by positive score.
0b77142	2026-05-29T11:04:47Z	056_technology_growth_top_two_one_month_score_weight	Technology/growth top-two one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	QQQ;XLK;XLY;XLC;SMH;SOXX;MTUM;QUAL;SPY;SGOV	price_momentum_21d;score_weighted_top2;technology_growth_universe	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day technology/growth momentum weighted by positive momentum score.	-0.033337	0.275413	0.488608	0.176411	0.312197	false	discard	Top-two 21-day technology/growth momentum weighted by positive momentum score.
0b77142	2026-05-29T11:05:26Z	057_sector_style_top_two_one_month_inverse_volatilit	Sector/style top-two one-month inverse-volatility adjusted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;realized_volatility_63d;vol_adjusted_score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day sector/style momentum scored by momentum divided by recent realized volatility.	0.075065	0.157261	0.354194	0.176411	0.177783	false	discard	Top-two 21-day sector/style momentum scored by momentum divided by recent realized volatility.
0b77142	2026-05-29T11:05:59Z	058_sector_style_top_two_blended_momentum_score_weig	Sector/style top-two blended momentum score weighting	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	blended_3_6_12_month_momentum;score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two sector/style macro ETF momentum by blended 3/6/12-month score, weighted by positive score.	0.087501	0.186511	0.166864	0.176411	-0.009547	false	discard	Top-two sector/style macro ETF momentum by blended 3/6/12-month score, weighted by positive score.
0b77142	2026-05-29T11:06:37Z	059_sector_style_top_two_one_month_score_weighted_mo	Sector/style top-two one-month score-weighted momentum with SPY trend guard	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;score_weighted_top2;spy_200d_trend_guard	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day sector/style momentum, but stay in SGOV when SPY is below its 200-day average.	0.052002	0.222620	0.300082	0.176411	0.123671	false	discard	Top-two 21-day sector/style momentum, but stay in SGOV when SPY is below its 200-day average.
0b77142	2026-05-29T11:06:52Z	060_defensive_top_two_one_month_score_weighted_momen	Defensive top-two one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	USMV;QUAL;XLP;XLU;XLV;GLD;IEF;TLT;LQD;SGOV	price_momentum_21d;score_weighted_top2;defensive_macro_universe	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day defensive equity, gold, duration, credit, and cash momentum weighted by positive score.	-0.025581	0.104025	0.269859	0.176411	0.093448	false	discard	Top-two 21-day defensive equity, gold, duration, credit, and cash momentum weighted by positive score.
0b77142	2026-05-29T13:39:51Z	055_public_text_gated_equity_sector_momentum	Public-text gated equity-sector one-month momentum	policy_transmission	Public FOMC, Beige Book, and SEC release information can change macro risk appetite before it is fully reflected in cross-ETF momentum; using publication-lagged text and filing features as a risk gate can reduce exposure during hawkish, uncertain, or weakening regimes while retaining retail ETF momentum exposure.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top2;fomc_hawkish_minus_dovish;fomc_uncertainty_score;beige_beige_activity_score;sec_sec_filing_count	A liquid ETF momentum strategy gated by publication-lagged public text and filing features can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Federal Reserve FOMC statements/minutes publication text via public URLs;Federal Reserve Beige Book public release text;SEC EDGAR submissions metadata via data.sec.gov;Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers	Top-two 21-day equity sector/style momentum with score weighting and a publication-lagged public text/filing risk gate.	0.085048	0.353175	0.483080	0.173875	0.309206	false	keep	Top-two 21-day equity sector/style momentum with score weighting and a publication-lagged public text/filing risk gate. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:26:18Z	061_equity_sector_top_one_one_month_score_weighted	Equity-sector top-one one-month momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top1	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-1 21-day score-weighted ETF momentum, with SGOV fallback.	0.067002	0.442277	0.539525	0.175494	0.364030	false	keep	Top-1 21-day score-weighted ETF momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:26:28Z	062_equity_sector_top_two_nineteen_day_score_weighted	Equity-sector top-two nineteen-day momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_19d;score_weighted_top2	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 19-day score-weighted ETF momentum, with SGOV fallback.	-0.046810	0.293623	0.449245	0.175494	0.273751	false	discard	Top-2 19-day score-weighted ETF momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:26:37Z	063_equity_sector_top_two_twenty_two_day_score_weighted	Equity-sector top-two twenty-two-day momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_22d;score_weighted_top2	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 22-day score-weighted ETF momentum, with SGOV fallback.	0.071369	0.318630	0.530335	0.175494	0.354840	false	discard	Top-2 22-day score-weighted ETF momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:26:54Z	064_public_text_conservative_equity_sector_momentum	Public-text conservative equity-sector momentum	policy_transmission	Publication-lagged FOMC, Beige Book, and SEC public information can modulate ETF momentum exposure when policy tone, uncertainty, real-economy language, or filing intensity signal weaker risk appetite; the core anomaly is cross-ETF momentum with a cash fallback.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top2;fomc_hawkish_minus_dovish;fomc_uncertainty_score;beige_beige_activity_score;sec_sec_filing_count	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Federal Reserve FOMC statements/minutes publication text via public URLs;Federal Reserve Beige Book public release text;SEC EDGAR submissions metadata via data.sec.gov;Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum	Top-2 21-day score-weighted ETF momentum with conservative publication-lagged public-data gate, with SGOV fallback.	0.085048	0.353175	0.473655	0.175494	0.298160	false	discard	Top-2 21-day score-weighted ETF momentum with conservative publication-lagged public-data gate, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:27:07Z	065_public_text_hawkish_uncertainty_equity_momentum	Public-text hawkish-uncertainty equity momentum	policy_transmission	Publication-lagged FOMC, Beige Book, and SEC public information can modulate ETF momentum exposure when policy tone, uncertainty, real-economy language, or filing intensity signal weaker risk appetite; the core anomaly is cross-ETF momentum with a cash fallback.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top2;fomc_hawkish_minus_dovish;fomc_uncertainty_score;beige_beige_activity_score;sec_sec_filing_count	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Federal Reserve FOMC statements/minutes publication text via public URLs;Federal Reserve Beige Book public release text;SEC EDGAR submissions metadata via data.sec.gov;Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum	Top-2 21-day score-weighted ETF momentum with hawkish-uncertainty publication-lagged public-data gate, with SGOV fallback.	0.085048	0.353174	0.472577	0.175494	0.297083	false	discard	Top-2 21-day score-weighted ETF momentum with hawkish-uncertainty publication-lagged public-data gate, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:27:16Z	066_sector_only_top_two_one_month_score_weighted	Pure sector top-two one-month momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top2	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 21-day score-weighted ETF momentum, with SGOV fallback.	0.071618	0.357201	0.441422	0.175494	0.265927	false	discard	Top-2 21-day score-weighted ETF momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:27:24Z	067_sector_only_top_one_one_month_score_weighted	Pure sector top-one one-month momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top1	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-1 21-day score-weighted ETF momentum, with SGOV fallback.	0.100452	0.463617	0.372834	0.175494	0.197339	false	keep	Top-1 21-day score-weighted ETF momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:29:24Z	068_equity_sector_top_two_one_month_risk_cap_ninety	Equity-sector top-two one-month momentum with 90% risk cap	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top2;price_risk_cap_0.90	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 21-day score-weighted ETF momentum, 90% risk cap, with SGOV fallback.	0.079830	0.321878	0.427805	0.175494	0.252311	false	discard	Top-2 21-day score-weighted ETF momentum, 90% risk cap, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
